review_id,app_name,app_category,rating,rating_bucket,review_text,review_length,word_count,review_date,review_day_of_week,thumbs_up_count,app_version,reply_content,has_reply,sentiment_score,sentiment_label,churn_risk,explicit_churn_mention,churn_signal,theme_cluster,complaint_theme
d1b9549a-732d-4f95-800a-284bb1645ada,Amazon,marketplace,1.0,low,"मैंने एक सामान ऑर्डर किया था जो कभी डिलीवर नहीं हुआ, लेकिन उसे डिलीवर किया हुआ दिखा दिया गया। दुर्भाग्य से, कस्टमर सर्विस से सीधे संपर्क करने का कोई आसान तरीका नहीं था, और AI चैटबॉट का इस्तेमाल करना परेशान करने वाला था क्योंकि वह सिर्फ तयशुदा सवाल और एक जैसे जवाब ही दे रहा था। यह अनुभव बहुत निराशाजनक रहा है। मुझे उम्मीद है कि अमेज़न अपनी कस्टमर सपोर्ट प्रक्रिया में सुधार करेगा और ऑर्डर में कोई समस्या होने पर ग्राहकों को किसी असली प्रतिनिधि से जुड़ने का आसान तरीका प्रदान करेगा। ध्यान देने के लिए",499,97,2026-09-24 13:23:53,Thursday,0.0,32.17.0.300,,0,0.0,neutral,0,0,0,-1,not_at_risk
5fa57c41-5e24-4c43-9d5b-578513cdfb92,Amazon,marketplace,1.0,low,"Very disappointing Amazon delivery experience. The delivery agent called me, and I asked him to come to the first floor. He refused rudely, disconnected the call, and later marked the order as “Delivered” without handing it over or leaving it anywhere. When I called again, he simply said, “Talk to customer support,” and disconnected. Support heard the recorded conversation but only gave me a 72-hour resolution timeline. How can an agent mark an undelivered order as delivered with such confidence",500,80,2026-09-24 13:18:13,Thursday,0.0,32.17.0.300,,0,-0.09125000000000001,negative,1,0,1,2,delivery_issues
bcfffd6b-4476-4040-adf0-286c69944270,Amazon,marketplace,5.0,high,I love it,9,3,2026-09-24 13:13:54,Thursday,0.0,32.17.0.300,,0,0.5,positive,0,0,0,-1,not_at_risk
04bc0e9b-e5d8-493a-bc61-32da080993ae,Amazon,marketplace,1.0,low,"No review, because.\n Humnek face wash order Kara tha Tak niaya complain bhi karithi per inka. Response, niya, Aaya or delivery boy NE Gaya ki hum aapko order NE ek do din Mein aapke, aapke ghar. Pe pahunchaenge, but ek manth se upar hoga hamare pass order hai bahut, bekaar app. Please download matkar or use bhi Mat karna. 👎 👎🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢 I hate this app. flipkart or messho is best then this app",400,73,2026-09-24 13:13:14,Thursday,0.0,32.16.2.300,,0,0.09999999999999998,positive,0,0,0,-1,not_at_risk
9200b03a-59de-40eb-bac0-0f9b27ef9dad,Amazon,marketplace,1.0,low,"frustrated to know, customer care of Amazon is not in place. PIN is not available on the order page. I cannot call the delivery agent to coordinate pickup. I wasted my whole day. I hope someone attends such a frustrating experience by customers.",245,43,2026-09-24 13:06:39,Thursday,5.0,32.18.0.300,,0,-0.21666666666666665,negative,1,0,1,2,delivery_issues
975792bf-c5ad-4bf4-a2af-d943a0e0434e,Amazon,marketplace,1.0,low,"Amazon’s customer service is extremely disappointing. They take the product back for return but fail to update the return status on the portal. When we try to contact them, no one answers the calls and there is absolutely no proper response or assistance. The service center is of no help at all, and the delivery agents’ behavior is also very rude and unprofessional. The entire experience has been extremely frustrating. I would strongly advise people to think twice before purchasing products.",496,81,2026-09-24 13:03:13,Thursday,0.0,32.17.0.300,,0,-0.17296296296296299,negative,1,0,1,3,returns_refunds_support
7cc9aff3-3bcb-4bb6-b149-cc8d9b10d792,Amazon,marketplace,5.0,high,👍🏾good,6,1,2026-09-24 13:00:35,Thursday,0.0,32.11.0.300,,0,0.0,neutral,0,0,0,-1,not_at_risk
3d4a9980-a712-4025-b22e-3c84dddee5b4,Amazon,marketplace,5.0,high,very good,9,2,2026-09-24 12:56:11,Thursday,0.0,32.17.0.300,,0,0.9099999999999999,positive,0,0,0,-1,not_at_risk
9ccd52d5-5546-4f77-b233-6d936e416b99,Amazon,marketplace,1.0,low,"frauds are happening these days with Amazon I ve ordered & not recieved the product , contacted customer care & they refused any help my money got wasted on such a pathetic platform",181,33,2026-09-24 12:51:29,Thursday,0.0,32.17.0.300,,0,-0.39999999999999997,negative,1,0,1,3,returns_refunds_support
9d7ad90c-61ef-4b22-ac99-fa4f7d88ce29,Amazon,marketplace,1.0,low,Sometimes black spot block price details I already complain to Amazon by mail but not any update available,106,18,2026-09-24 12:47:32,Thursday,0.0,32.17.0.300,,0,0.11666666666666668,positive,0,0,0,-1,not_at_risk
8d0bd937-77fb-472f-8eef-6df8a2bc589f,Amazon,marketplace,5.0,high,nice product app,16,3,2026-09-24 12:47:03,Thursday,0.0,,,0,0.6,positive,0,0,0,-1,not_at_risk
44c0412d-43b7-48b8-94c4-d8f0381fc3ef,Amazon,marketplace,1.0,low,worst app not even refunding,28,5,2026-09-24 12:44:12,Thursday,0.0,32.17.0.300,,0,-1.0,negative,1,0,1,3,returns_refunds_support
86472255-404a-4ddb-be20-5b6f4560ddaf,Amazon,marketplace,1.0,low,mujhse bohot bdi glti hui jo mene ghatiya amazon se kuch order kiya do baar exchange kr chuki sirf kurta hi mil rha h jbki poora set order kiya or custumer care contact bh nh ho rha h ik show rack order ki usme sirf cover mila vheeee,233,48,2026-09-24 12:37:48,Thursday,0.0,32.17.0.300,,0,0.0,neutral,0,0,0,-1,not_at_risk
14a315d6-bfae-4855-8f09-989a7b4483ce,Amazon,marketplace,1.0,low,"Very disappointing experience. My order was not delivered as promised, and I was pressured by customer support to cancel the order myself. I expected Amazon to resolve the delivery issue instead of asking me to cancel. Please improve the delivery service and customer support experience.",287,45,2026-09-24 12:28:37,Thursday,0.0,32.17.0.300,,0,-0.44,negative,1,0,1,2,delivery_issues
2be0e0d0-ef4d-463f-ad20-f80d6497e678,Amazon,marketplace,5.0,high,exlent,6,1,2026-09-24 12:20:34,Thursday,0.0,,,0,0.0,neutral,0,0,0,-1,not_at_risk
d017c313-526c-431a-b692-f673b0d6dc4d,Amazon,marketplace,1.0,low,this app is not working properly over priced not good app 😐 prise itna derahe hai jo bilkul ache nhi hai bakwass app,116,23,2026-09-24 12:05:59,Thursday,0.0,,,0,-0.175,negative,1,0,1,1,non_english
11ece57a-1be2-486b-8042-0af96daf0860,Amazon,marketplace,1.0,low,very Worst experience ever..,28,4,2026-09-24 12:01:11,Thursday,0.0,,,0,-1.0,negative,1,0,1,3,returns_refunds_support
a3189684-d9c6-4488-abda-6d8f1b1ba29c,Amazon,marketplace,4.0,high,Useful App,10,2,2026-09-24 12:00:56,Thursday,1.0,32.17.0.300,,0,0.3,positive,0,0,0,-1,not_at_risk
c60e08cd-d6fb-44af-8952-c71b2c0457d1,Amazon,marketplace,4.0,high,good service,12,2,2026-09-24 11:58:07,Thursday,0.0,32.17.0.300,,0,0.7,positive,0,0,0,-1,not_at_risk
55aca7e9-ed1c-4bb1-8703-c9af8ef57b8c,Amazon,marketplace,5.0,high,"Amazon is easy to use and offers a huge variety of products. Ordering is simple, delivery is convenient, and the app is user-friendly. Overall, a great shopping app.",165,28,2026-09-24 11:50:56,Thursday,0.0,26.18.2.300,,0,0.2888888888888889,positive,0,0,0,-1,not_at_risk
dbfe11a1-3fcf-4649-a921-f03ee5b2afde,Amazon,marketplace,5.0,high,Vishnu kirar,12,2,2026-09-24 11:46:25,Thursday,0.0,32.17.0.300,,0,0.0,neutral,0,0,0,-1,not_at_risk
ae218964-23e0-4bc2-8c18-4fa9aa011d02,Amazon,marketplace,4.0,high,ok,2,1,2026-09-24 11:46:19,Thursday,0.0,32.17.0.300,,0,0.5,positive,0,0,0,-1,not_at_risk
ed37f4e9-519e-41d0-bb19-bd8cc35b6604,Amazon,marketplace,1.0,low,my Redmi 9i can't support amazon new version. pls help.,55,10,2026-09-24 11:32:13,Thursday,0.0,32.17.0.300,,0,0.13636363636363635,positive,0,0,0,-1,not_at_risk
012042bf-6980-418e-922b-dcf161ce459c,Amazon,marketplace,1.0,low,"lmd dr yyy dd grfdexswwr-,🤗😛*002v 02 .um, c😋😵‍💫 aa r A D",56,12,2026-09-24 11:28:42,Thursday,0.0,32.17.0.300,,0,0.0,neutral,0,0,0,-1,not_at_risk
9fbe148f-0be2-48e8-8696-5ab278df6bbc,Amazon,marketplace,5.0,high,wellden,7,1,2026-09-24 11:24:33,Thursday,0.0,,,0,0.0,neutral,0,0,0,-1,not_at_risk
5fe2fb47-d5f2-44b6-a7a6-2bed4e28a0e5,Amazon,marketplace,5.0,high,અમેઝિંગ બહોત અચ્છા હૈ,21,4,2026-09-24 11:22:38,Thursday,0.0,,,0,0.0,neutral,0,0,0,-1,not_at_risk
a24e5ee8-347f-448c-8f97-e506d3bc270e,Amazon,marketplace,5.0,high,good,4,1,2026-09-24 11:11:50,Thursday,0.0,32.17.0.300,,0,0.7,positive,0,0,0,-1,not_at_risk
57465565-aec4-480e-8807-42cfd2edd835,Amazon,marketplace,1.0,low,POCO f1 not supported this application very worst behaviour,59,9,2026-09-24 11:05:23,Thursday,0.0,,,0,-1.0,negative,1,0,1,3,returns_refunds_support
103167c7-216e-4bea-80f6-230ee76bcc30,Amazon,marketplace,1.0,low,I can not able to download app help me,38,9,2026-09-24 10:59:13,Thursday,0.0,,,0,-0.25,negative,1,0,1,3,returns_refunds_support
0fb67806-7f83-42a6-9955-a22fe535f700,Amazon,marketplace,1.0,low,please fix the issue of bugs,28,6,2026-09-24 10:54:32,Thursday,0.0,32.18.0.300,,0,0.0,neutral,0,0,0,-1,not_at_risk
0efc09ab-5e4c-45d9-89ae-f04958ce7b4e,Amazon,marketplace,1.0,low,order delivery late hota he bhot jada customer service bi bekar he,66,12,2026-09-24 10:47:08,Thursday,0.0,32.16.2.300,,0,-0.3,negative,1,0,1,2,delivery_issues
8e8489de-5375-421c-92a0-5b534bec3e04,Amazon,marketplace,1.0,low,lots of scammers within their courier network. suggesting everyone to not buy high value or fragile items,105,17,2026-09-24 10:33:56,Thursday,0.0,32.17.0.300,,0,0.08,positive,0,0,0,-1,not_at_risk
83752f33-f801-44f8-99a9-522c911ee8a8,Amazon,marketplace,1.0,low,didn't got order but they have marked delivered,47,8,2026-09-24 10:32:27,Thursday,0.0,32.18.0.300,,0,0.1,positive,0,0,0,-1,not_at_risk
567083b1-0c5b-4745-9467-a57739872871,Amazon,marketplace,2.0,low,amazonpay does not work on Android. it was working fine onIOS,61,11,2026-09-24 10:18:07,Thursday,0.0,32.17.0.300,,0,0.4166666666666667,positive,0,0,0,-1,not_at_risk
90bdc37a-fdcf-4a30-a84a-59aaf54bc037,Amazon,marketplace,1.0,low,"Simply, Amazon sucks I ordered a product two times in a row and both times it got cancelled and I was ordering the first time from Amazon they charged marketplace fee 5 ₹/order and they refunded the money in Amazon wallet,why? when I paid the payment from the UPI and now it shows the delivery charge 40, why?my package was never delivered and my free delivery should be applicable.simply from now I am gonna select cash in delivery option but simply they did suck this time.",475,86,2026-09-24 10:17:10,Thursday,0.0,,,0,0.07,positive,0,0,0,-1,not_at_risk
d2b9998b-4305-45a7-85e5-451850dc1b70,Amazon,marketplace,1.0,low,"very worst delivery,, product status delivery but not delivery,,, very worst shipping agency",92,13,2026-09-24 10:17:01,Thursday,1.0,32.17.0.300,,0,-1.0,negative,1,0,1,2,delivery_issues
38ee0c24-19ea-40b5-9f38-15448c1362f9,Amazon,marketplace,1.0,low,zero customer service don't waste time to shoping here,54,9,2026-09-24 10:14:44,Thursday,0.0,,,0,-0.2,negative,1,0,1,3,returns_refunds_support
6f19f598-2407-49fc-b8ad-1f6d027f253d,Amazon,marketplace,5.0,high,nicee,5,1,2026-09-24 10:00:05,Thursday,0.0,,,0,0.0,neutral,0,0,0,-1,not_at_risk
4ff3d989-28d0-4f0e-8822-db464ef33d02,Amazon,marketplace,5.0,high,"Worst service! Product out for delivery but never received calls, not answering calls auto rejecting parcels wasting time!",122,18,2026-09-24 09:59:34,Thursday,0.0,32.17.0.300,,0,-1.0,negative,0,0,0,-1,not_at_risk
730377cb-9ab3-42da-86f7-42a7e0d7578a,Amazon,marketplace,4.0,high,good 👍,6,2,2026-09-24 09:55:32,Thursday,1.0,,,0,0.7,positive,0,0,0,-1,not_at_risk
75919e40-76c7-42fb-94ce-43620abec862,Amazon,marketplace,3.0,mid,"I see random black splashes, unable to view the products today.",63,11,2026-09-24 09:55:23,Thursday,0.0,32.17.0.300,,0,-0.38888888888888884,negative,0,0,0,-1,not_at_risk
91848f68-ce24-41d1-8473-1ce78a77590f,Amazon,marketplace,1.0,low,its a very worst shopping app. and it has irresponsible delivery partner. delivery and return pickup both process are late. not intime. even takes more than 15 days of mentioned date. please don't buy in this app. i did call More than 10 times. the costomer service is not good. everything is very very bad. dont buy specially books.,333,59,2026-09-24 09:54:55,Thursday,5.0,32.17.0.300,,0,-0.17183673469387753,negative,1,0,1,0,fake_products_fraud
aa2c99a4-96ba-49f2-939d-3f8ca9d41ee0,Amazon,marketplace,5.0,high,ok,2,1,2026-09-24 09:49:35,Thursday,0.0,,,0,0.5,positive,0,0,0,-1,not_at_risk
bf27c1e9-e217-4659-a683-54c2a18bf9c5,Amazon,marketplace,5.0,high,very nice,9,2,2026-09-24 09:48:16,Thursday,0.0,,,0,0.78,positive,0,0,0,-1,not_at_risk
0a32226b-295a-4586-a426-2e1774555446,Amazon,marketplace,5.0,high,my favarit app 🙂,16,4,2026-09-24 09:45:54,Thursday,0.0,32.17.0.300,,0,0.0,neutral,0,0,0,-1,not_at_risk
47567c75-6139-43e6-899b-63a8f6e1a2fb,Amazon,marketplace,5.0,high,BECAUSE A TO Z ALL THINGS ARE Available on Amazon,49,10,2026-09-24 09:40:38,Thursday,0.0,,,0,0.4,positive,0,0,0,-1,not_at_risk
abe1d99b-cc8c-40ba-b702-5639575d6e70,Amazon,marketplace,5.0,high,good service with satisfied,27,4,2026-09-24 09:29:28,Thursday,0.0,32.17.0.300,,0,0.6,positive,0,0,0,-1,not_at_risk
ef47a3f4-82f7-4fd7-bed5-150e3b3ba49a,Amazon,marketplace,1.0,low,Amazon pay mobile per nahin a Raha,34,7,2026-09-24 09:08:51,Thursday,0.0,,,0,0.0,neutral,0,0,0,-1,not_at_risk
9f0ec04c-1b46-4784-8165-d55ea58758fb,Amazon,marketplace,1.0,low,"Very disappointed with Amazon. I have faced the same delivery issues multiple times, and it’s frustrating to keep waiting for orders only to face delays or problems. I hope you take this feedback seriously and improve the service.",230,38,2026-09-24 09:04:51,Thursday,0.0,32.18.0.300,,0,-0.2847222222222222,negative,1,0,1,2,delivery_issues
00906f9d-6367-40fa-9e77-4ae4dfab48ff,Amazon,marketplace,1.0,low,i ordered power bank and very bad condition iwas return and my money not give me and also power bank not give me 🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬,124,24,2026-09-24 08:51:58,Thursday,0.0,,,0,-0.9099999999999998,negative,1,0,1,3,returns_refunds_support
95c54049-f82c-4ba4-b167-24e56e5e1a56,Amazon,marketplace,4.0,high,hiuuiii,7,1,2026-09-24 08:38:35,Thursday,0.0,32.17.0.300,,0,0.0,neutral,0,0,0,-1,not_at_risk
cad7b241-05f5-4da7-b364-9e9ffb4e2b1b,Amazon,marketplace,5.0,high,verry good,10,2,2026-09-24 08:23:57,Thursday,0.0,32.15.0.300,,0,0.7,positive,0,0,0,-1,not_at_risk
9f7b2627-bd49-4c4f-b7cb-478e3787e380,Amazon,marketplace,5.0,high,nice,4,1,2026-09-24 08:05:46,Thursday,0.0,,,0,0.6,positive,0,0,0,-1,not_at_risk
11c66098-1159-40b6-bbc1-65be7b0655f6,Amazon,marketplace,1.0,low,we have to give money for buy anything😂😂😂😂,42,8,2026-09-24 07:53:32,Thursday,0.0,32.17.0.300,,0,0.0,neutral,0,0,0,-1,not_at_risk
0698f2fb-b415-45ed-a59c-e870f6ada165,Amazon,marketplace,5.0,high,amazing 😍,9,2,2026-09-24 07:40:17,Thursday,0.0,32.17.0.300,,0,0.6000000000000001,positive,0,0,0,-1,not_at_risk
650ecae6-c138-4051-9c25-515f8c1365bc,Amazon,marketplace,5.0,high,Very easy to use,16,4,2026-09-24 07:38:13,Thursday,0.0,,,0,0.5633333333333334,positive,0,0,0,-1,not_at_risk
d2ff7410-3667-4620-818f-1ce34823bde5,Amazon,marketplace,2.0,low,v r w xx cc cc rczw🩳er W wrd gb crc cc cc v vee cd e xx bs cc cc a vess🥚,72,23,2026-09-24 07:00:11,Thursday,0.0,32.17.0.300,,0,0.0,neutral,0,0,0,-1,not_at_risk
a843ae0d-6811-40ae-a7fe-3739d0ba7a40,Amazon,marketplace,1.0,low,give an option to filter returnable and non returnable products,63,10,2026-09-24 06:55:06,Thursday,0.0,,,0,0.0,neutral,0,0,0,-1,not_at_risk
db1aba2b-8406-4619-b38a-5bd5916a4700,Amazon,marketplace,5.0,high,good & trust worthy shopping experience.,40,6,2026-09-24 06:41:04,Thursday,0.0,32.17.0.300,,0,0.5166666666666666,positive,0,0,0,-1,not_at_risk
b2dee526-7420-434c-8ce2-6567ca58cbf8,Amazon,marketplace,5.0,high,op app bro nice as thank you,28,7,2026-09-24 06:38:03,Thursday,0.0,32.17.0.300,,0,0.6,positive,0,0,0,-1,not_at_risk
0d8eb88d-e40f-4a9d-88e8-6c6f6e2ad952,Amazon,marketplace,5.0,high,good 🤗,6,2,2026-09-24 06:27:15,Thursday,0.0,32.12.4.300,,0,0.7,positive,0,0,0,-1,not_at_risk
3861ceec-7ab7-4009-9142-965e0cf86fe9,Amazon,marketplace,5.0,high,download your app option,24,4,2026-09-24 06:07:39,Thursday,0.0,,,0,0.0,neutral,0,0,0,-1,not_at_risk
94a315ca-c6aa-4565-85bb-58fafb5bf45e,Amazon,marketplace,4.0,high,good 👍,6,2,2026-09-24 06:00:42,Thursday,0.0,32.17.0.300,,0,0.7,positive,0,0,0,-1,not_at_risk
63fa7f93-f6d5-4126-b2ed-2eef1f657a4f,Amazon,marketplace,3.0,mid,good,4,1,2026-09-24 05:56:15,Thursday,0.0,32.12.4.300,,0,0.7,positive,0,0,0,-1,not_at_risk
5402ccfb-fd67-418b-8eb1-54732f4765d8,Amazon,marketplace,1.0,low,"Highly disappointed with Amazon delivery & pick up management. I has ordered a wall mirror, it was delivered broken but the shipping box was ok. The pick up was arranged 4 times but still their team hasn't picked up the damaged item. The app is no more trust worthy as they delete the pick up history to hide their flawed work. Please do not waste your time & money upon amazon app. Instead of a next day pick up, the pick ups are arranged in a week or even more, this is additional inconvenience.",497,94,2026-09-24 05:39:07,Thursday,0.0,32.17.0.300,,0,-0.05185185185185185,negative,1,1,1,3,returns_refunds_support
794f97b8-4970-4940-8173-9140b245eabc,Amazon,marketplace,5.0,high,😊OLD THE GOLD struggling satisfactory combination with no other option key our daily dream livings solution job connections...,126,18,2026-09-24 05:26:06,Thursday,1.0,26.21.0.300,,0,0.020833333333333332,neutral,0,0,0,-1,not_at_risk
b93b6e26-ff2d-4758-8c6e-97e179b6a31c,Amazon,marketplace,1.0,low,"Very poor and disappointing service from Amazon. Despite being such a big name, the service I received was extremely third-class and unacceptable. I am highly disappointed with my experience and will not be purchasing from Amazon again. I will also not recommend Amazon to my family and friends.",295,48,2026-09-24 04:13:42,Thursday,1.0,32.17.0.300,,0,-0.3325,negative,1,0,1,3,returns_refunds_support
fd0d9dfa-f7d3-4e18-b3d1-0216d0d112ad,Amazon,marketplace,1.0,low,Such big online shopping app doesn't have full face helmets in xs size for women. It's 2026 but app is still in 1960's.Well done you guys☺️,139,26,2026-09-24 04:05:57,Thursday,0.0,32.17.0.300,,0,0.11666666666666665,positive,0,0,0,-1,not_at_risk
b628dcb6-401d-45ac-ae8a-fe5c68ffc063,Amazon,marketplace,5.0,high,CT c to tmi asbxze ki bolbo tor ka number send,46,11,2026-09-24 02:56:05,Thursday,0.0,32.12.4.300,,0,0.0,neutral,0,0,0,-1,not_at_risk
b110d29a-376c-49a5-b6f8-f47011655405,Amazon,marketplace,1.0,low,I can't install the app,23,5,2026-09-24 02:34:22,Thursday,0.0,,,0,0.0,neutral,0,0,0,-1,not_at_risk
732d1584-6e02-4c37-89e4-00eb01e78a6e,Amazon,marketplace,5.0,high,no argument,11,2,2026-09-24 02:18:31,Thursday,0.0,32.17.0.300,,0,0.0,neutral,0,0,0,-1,not_at_risk
2a2f3d27-d12d-4c1c-a249-be12450918d7,Amazon,marketplace,1.0,low,no use dealing with these people. I'll see you in consumer forum.,65,12,2026-09-24 01:24:52,Thursday,0.0,32.13.0.300,,0,0.0,neutral,0,0,0,-1,not_at_risk
e8e63b68-9abd-4bea-b435-9a4f976f6ba6,Amazon,marketplace,3.0,mid,TT th ok hc FC।,15,5,2026-09-24 01:16:54,Thursday,0.0,,,0,0.5,positive,0,0,0,-1,not_at_risk
35484645-049f-4b21-a9c1-25f63c4cc8eb,Amazon,marketplace,1.0,low,"Do not buy products from them because they provide wrong product delivery and when we apply for returns, their delivery agents demand the product as shown on their website.And you still don't receive the order even though you give a delivery date of three months later.",269,46,2026-09-24 00:58:08,Thursday,0.0,18.21.2.300,,0,-0.25,negative,1,0,1,2,delivery_issues
fc849b3e-d96e-4da8-9229-4eb32d5fbbb5,Amazon,marketplace,1.0,low,"worst customer care, i ordered a wd 4 tb hardrrive and returned it bec it was used and faulty. i don't get jy refund till date , it had been 17 days. there is no service. sooo slow and i guess i had to go to consumer court to resolve my matter as i already spoke with 4 executives but they dont help out",303,64,2026-09-24 00:50:26,Thursday,0.0,32.17.0.300,,0,-0.65,negative,1,0,1,3,returns_refunds_support
3b85cb7a-cf71-4ed2-9773-ac3843764dc1,Amazon,marketplace,5.0,high,other issues was be side but in every order or some other order we will be rewarded by amazon pay such I have five other apps but amazon give me 500 cashback,157,32,2026-09-24 00:47:12,Thursday,1.0,32.11.0.300,,0,-0.09375,negative,0,0,0,-1,not_at_risk
ca621382-d311-497e-9d77-22bf1448e4b0,Amazon,marketplace,1.0,low,"Amazon India is such a disappointment. Service level is below par, sellers are ripping off and when you want to comment about amazon.in they won't let you comment. There is no way to provide public feedback about them on their own platform. They are spoiling a great international name in India and succeeding.",310,53,2026-09-24 00:43:52,Thursday,0.0,30.8.0.300,,0,0.13333333333333333,positive,0,0,0,-1,not_at_risk
ddc500f1-c14b-4546-83c4-e4e39f3caacf,Amazon,marketplace,1.0,low,"It says this app is not compatible with my device, my android version is 11",75,15,2026-09-24 00:42:05,Thursday,0.0,,,0,0.0,neutral,0,0,0,-1,not_at_risk
9bc00008-10d5-4635-bef6-412eb64b47b8,Amazon,marketplace,5.0,high,very so much,12,3,2026-09-24 00:30:56,Thursday,0.0,24.6.0.300,,0,0.26,positive,0,0,0,-1,not_at_risk
6b0dcadc-2a8f-49d6-99a8-7327dca75ef9,Amazon,marketplace,3.0,mid,why using the background layout turning into black . I am comfortable with all other apps. when I am using Amazon app the background colour turns black. I think it's due to AI effect. once check the app layout background colours. thank you .,241,44,2026-09-24 00:26:22,Thursday,1.0,32.17.0.300,,0,-0.03666666666666666,neutral,0,0,0,-1,not_at_risk
